text,section,header,div,p,s,id,match_test,has_F,match_es,has_es
"Pairwise comparisons indicated that the simple effect of unfavorable ratios was significant for men, F(1, 74) = 13.26, p = .001, η p 2 = .15, but only trending for women, F(1, 74) = 2.75, p = .10, η p 2 = .04.",results,Results,12,4,8,0956797616636631,"F(1, 74) = 13.26; F(1, 74) = 2.75",TRUE,η p 2 = .15; η p 2 = .04,TRUE
"An omnibus 3 (sex ratio) × 2 (participant sex) ANOVA on vaccine-investment variance revealed a marginally significant main effect of sex ratio, F(2, 361) = 2.80, p = .06, η p 2 = .02, 90% CI = [.000, .030].",results,Results,15,2,1,0956797616636631,"F(2, 361) = 2.80",TRUE,η p 2 = .02,TRUE
"In addition, a main effect of participant sex emerged, F(1, 361) = 8.86, p < .01, η p 2 = .02, 90% CI = [.005, .056], with men diversifying less than women.",results,Results,15,2,5,0956797616636631,"F(1, 361) = 8.86",TRUE,η p 2 = .02,TRUE
"The interaction of Sex Ratio × Participant Sex was not significant, F(2, 361) = 1.69, p = .19.",results,Results,15,2,6,0956797616636631,"F(2, 361) = 1.69",TRUE,,FALSE
"Main effects of sex ratio emerged for reward responsiveness, F(1, 361) = 3.59, p = .029, η p 2 = .02, 90% CI = [.000, .033], and mating-impression management, F(1, 361) = 5.89, p < .01, η p 2 = .03, 90% CI = [.002, .044], with unfavorable sex ratios leading to higher values on each measure.",results,Results,15,4,3,0956797616636631,"F(1, 361) = 3.59; F(1, 361) = 5.89",TRUE,η p 2 = .02; η p 2 = .03,TRUE
"A main effect of participant sex also emerged on mating-impression management, F(1, 361) = 13.61, p < .001, η p 2 = .04, 90% CI = [.011, .073], with men showing higher scores on this measure than women.",results,Results,15,4,5,0956797616636631,"F(1, 361) = 13.61",TRUE,η p 2 = .04,TRUE
"Repeated measures 2 (word type: nouns vs. nonnouns) × 2 (case format: uppercase vs. lowercase) analyses of variance (ANOVAs) for the word items showed an interaction between the two factors for both accuracy, F(1, 25) = 7.28, p = .012, and response times (RTs), F(1, 25) = 85.67, p < .001.",results,Behavioral results,7,2,1,0956797616657319,"F(1, 25) = 7.28; F(1, 25) = 85.67",TRUE,,FALSE
"Additional ANOVA findings were that nonnouns elicited higher activation than nouns in a cluster located in the right angular gyrus (peak: x = 38, y = -56, z = 44; peak F(1, 75) = 20.94; cluster extent = 205 voxels) and that words with the initial letter in uppercase elicited higher activation than words with the initial letter in lowercase in a cluster in the right lingual gyrus (peak: x = 12, y = -84, z = -10; peak F(1, 75) = 18.99; cluster extent = 37 voxels).",results,fMRI results,8,1,10,0956797616657319,"F(1, 75) = 20.94; F(1, 75) = 18.99",TRUE,,FALSE
"As in the analysis of the word items, we identified higher activation for uppercase compared with lowercase pseudowords in the right lingual gyrus (peak: x = 14, y = -84, z = -10; peak F(1, 25) = 20.24; cluster extent = 127 voxels).",results,fMRI results,8,2,2,0956797616657319,"F(1, 25) = 20.24",TRUE,,FALSE
"Step 1, in which the predictors were fine motor skills, gross motor skills, age, and gender, did not produce significant results, F(4, 48) = 0.70, p > .250.",results,Hierarchical regression analysis,16,1,1,0956797616667447,"F(4, 48) = 0.70",TRUE,,FALSE
"Step 2, in which we added scores for simple inhibition, working memory, and complex inhibition as predictors, did produce significant results, F(7, 45) = 2.29, p = .044.",results,Hierarchical regression analysis,16,2,1,0956797616667447,"F(7, 45) = 2.29",TRUE,,FALSE
"Step 2 of the regression analysis with the target variables explained 25% of the variation, F(7, 45) = 2.11, p = .062, along with the contributions of simple inhibition, β = 0.26, p = .063, and working memory, β = 0.37, p = .010.",annex,Notes,23,1,8,0956797616667447,"F(7, 45) = 2.11",TRUE,,FALSE
"Results were more consistent with a sociofunctional account than with an equivalence account, as the interaction of scenario target and emotion was statistically significant, F(1, 199) = 8.28, p = .004, η p 2 = .04, 90% CI 1 = [.01, .09] (see Fig.",results,Results,6,2,2,0956797617692000,"F(1, 199) = 8.28",TRUE,η p 2 = .04,TRUE
"A significant interaction emerged only in the analysis of anger and surprise, F(1, 199) = 4.86, p = .029, η p 2 = .02, 90% CI = [.001, .07].",results,Results,6,2,7,0956797617692000,"F(1, 199) = 4.86",TRUE,η p 2 = .02,TRUE
"And, as in Study 1, results were consistent with our prediction, F(1, 345) = 12.54, p < .001, η p 2 = .03, 90% CI = [.01, .07] (see Fig.",results,Results,15,3,3,0956797617692000,"F(1, 345) = 12.54",TRUE,η p 2 = .03,TRUE
"There was a statistically significant interaction between scenario target and type of aggression, which indicated that target condition had different effects on endorsement of direct and indirect aggression, F(1, 344) = 9.60, p = .002, η p 2 = .03, 90% CI = [.01, .06].",results,Results,15,5,4,0956797617692000,"F(1, 344) = 9.60",TRUE,η p 2 = .03,TRUE
"A 2 (value: 0 pence vs. 10 pence) × 2 (block: reward vs. penalty) analysis of variance (ANOVA) yielded a main effect of block, F(1, 24) = 4.96, p = .036, demonstrating that expecting a reward led to greater effects of value than expecting a penalty (there was no interaction between value and block).",results,Experiment 3,9,2,1,0956797617693326,"F(1, 24) = 4.96",TRUE,,FALSE
"However, a 2 (contingency: performance-dependent outcome vs. random outcome) × 2 (block: reward vs. penalty) ANOVA revealed that there was no difference between contingent reward and contingent penalty, F(1, 24) = 2.62, p = .25.",results,Experiment 3,9,2,3,0956797617693326,"F(1, 24) = 2.62",TRUE,,FALSE
"We observed a statistically significant main effect between the two groups, F(1, 42) = 30.8, p < .001, η p 2 = .42, which confirmed contrasting levels of baseline performance for observers below and above the sample median.",results,Results,5,2,3,0956797617705391,"F(1, 42) = 30.8",TRUE,η p 2 = .42,TRUE
"There was also a main effect of font size, F(3, 126) = 1,705.7, p < .001, η p 2 = .98, which reflects the steep increase in performance with font size.",results,Results,5,2,4,0956797617705391,"F(3, 126) = 1",TRUE,η p 2 = .98,TRUE
"The ANOVA on letter recognition in Experiment 1b also revealed a statistically significant effect between groups, F(1, 28) = 17.6, p < .001, η p 2 = .39, and font size, F(3, 126) = 481.7, p < .001, η p 2 = .95 (Fig. 2b); this confirms that there were different levels of performance between observers with normal and high baseline acuity and an increasing difficulty to recognize smaller letters.",results,Results,5,3,1,0956797617705391,"F(1, 28) = 17.6; F(3, 126) = 481.7",TRUE,η p 2 = .39; η p 2 = .95,TRUE
"Critically for our hypothesis, results showed that adaptation to contracting motion in Experiment 1a resulted in statistically significant improvements, F(1, 42) = 7.80, p = .0078, η p 2 = .16, when comparing performance in the preadaptation and adaptation blocks.",results,Results,5,4,1,0956797617705391,"F(1, 42) = 7.80",TRUE,η p 2 = .16,TRUE
"Significant interactions between adaptation and group, F(1, 42) = 12.73, p = .001, and among adaptation, font size, and group, F(3, 126) = 6.98, p = .001, revealed that the adaptation effect in Experiment 1a was due to observers with normal visual acuity who identified on average 11% (2.2 out of 20) more letters at -0.2 logMAR and also showed small improvements at -0.3 and -0.1 logMAR.",results,Results,5,4,2,0956797617705391,"F(1, 42) = 12.73; F(3, 126) = 6.98",TRUE,,FALSE
"Importantly, adaptation to expanding motion in Experiment 1b had the opposite effect: We found a small but statistically significant reduction in performance, F(1, 28) = 8.01, p = .0085, η p 2 = .22, when comparing the preadaptation and adaptation blocks.",results,Results,5,5,1,0956797617705391,"F(1, 28) = 8.01",TRUE,η p 2 = .22,TRUE
"Figure 3 illustrates the significant main effects of letter position in Experiment 1a, F(4, 168) = 9.42, p < .0001, η p 2 = .18, and in Experiment 1b, F(4, 112) = 9.86, p < .001, η p 2 = .26.",results,Results,5,7,1,0956797617705391,"F(4, 168) = 9.42; F(4, 112) = 9.86",TRUE,η p 2 = .18; η p 2 = .26,TRUE
"The results confirmed that adaptation to contracting and expanding motion produced the only statistically significant effect on change in performance, F(1, 72) = 15.1, p < .001, η p 2 = .17.",results,Results,5,9,4,0956797617705391,"F(1, 72) = 15.1",TRUE,η p 2 = .17,TRUE
"The analysis produced a statistically significant interaction between session and sequence, F(1, 30) = 5.22, p = .03, η p 2 = .15.",results,Results,7,1,3,0956797617705391,"F(1, 30) = 5.22",TRUE,η p 2 = .15,TRUE
"A two-way repeated measures ANOVA on mean saccade latency with target availability and trial type as factors revealed a significant main effect of trial type, F(1, 11) = 18.52, p = .001, η 2 = .63, and target availability, F(1, 11) = 21.2, p < .001, η 2 = .66, as well as a two-way interaction between target availability and trial type, F(1, 11) = 11.2, p = .006, η 2 = .51.",results,Results,4,1,3,0956797617705667,"F(1, 11) = 18.52; F(1, 11) = 21.2; F(1, 11) = 11.2",TRUE,η 2 = .63; η 2 = .66; η 2 = .51,TRUE
"A repeated measures ANOVA with target availability and trial type as factors yielded significant main effects of target availability, F(1, 11) = 55.3, p < .001, η 2 = .83, and trial type, F(1, 11) = 51.5, p < .001, η 2 = .82, as well as a significant interaction between them, F(1, 11) = 14.2, p = .003, η 2 > .56.",results,Results,4,2,3,0956797617705667,"F(1, 11) = 55.3; F(1, 11) = 51.5; F(1, 11) = 14.2",TRUE,η 2 = .83; η 2 = .82; η 2 > .56,TRUE
"They were also slightly less accurate, F(1, 30) = 2.25, p = .14, although accuracy was still well above chance.",results,Results,8,1,3,0956797617705667,"F(1, 30) = 2.25",TRUE,,FALSE
"A two-way repeated measures ANOVA on mean saccade latency with target availability and trial type as factors revealed a significant main effect of trial type, F(1, 19) = 5.92, p = .025, η 2 = .24, and target availability, F(1, 19) = 22.70, p < .001, η 2 = .54, as well as a two-way interaction between them, F(1, 19) = 7.01, p = .016, η 2 = .27.",results,Results,8,1,6,0956797617705667,"F(1, 19) = 5.92; F(1, 19) = 22.70; F(1, 19) = 7.01",TRUE,η 2 = .24; η 2 = .54; η 2 = .27,TRUE
"A repeated measures ANOVA with target availability and trial type as factors yielded significant main effects of target availability, F(1, 19) = 46.9, p < .001, η 2 = .71, and trial type, F(1, 19) = 16.0, p < .001, η 2 = .46, and a significant interaction between them, F(1, 19) = 4.6, p = .045, η 2 = .20.",results,Results,8,3,3,0956797617705667,"F(1, 19) = 46.9; F(1, 19) = 16.0; F(1, 19) = 4.6",TRUE,η 2 = .71; η 2 = .46; η 2 = .20,TRUE
"A two-way repeated measures ANOVA on saccade latency with target availability and trial type as factors yielded significant main effects of target availability, F(1, 19) = 17.7, p < .001, η 2 = .48, and trial type, F(1, 19) = 13.6, p = .002, η 2 = .42, as well as an interaction between them, F(1, 19) = 14.95, p = .001, η 2 = .44.",results,Results,12,1,3,0956797617705667,"F(1, 19) = 17.7; F(1, 19) = 13.6; F(1, 19) = 14.95",TRUE,η 2 = .48; η 2 = .42; η 2 = .44,TRUE
"A repeated measures ANOVA with target availability and trial type as factors yielded significant main effects of target availability, F(1, 19) = 131.0, p < .001, η 2 = .88, and trial type, F(1, 19) = 49.2, p < .001, η 2 = .72, as well as a significant interaction between them, F(1, 19) = 64.1, p < .001, η 2 > .77.",results,Results,12,3,2,0956797617705667,"F(1, 19) = 131.0; F(1, 19) = 49.2; F(1, 19) = 64.1",TRUE,η 2 = .88; η 2 = .72; η 2 > .77,TRUE
"A two-way repeated measures ANOVA on saccade latency with target availability and trial type as factors yielded significant main effects of target availability, F(1, 19) = 17.7, p < .001, η 2 = .48, and trial type, F(1, 19) = 13.6, p = .002, η 2 = .42, as well as an interaction between them, F(1, 19) = 14.95, p = .001, η 2 = .44.",fig,,3,,3,0956797617705667,"F(1, 19) = 17.7; F(1, 19) = 13.6; F(1, 19) = 14.95",TRUE,η 2 = .48; η 2 = .42; η 2 = .44,TRUE
"Children who were downwardly mobile had a lower mean GPS (M = 0.28, SD = 1.03) than did children who were stably educated (M = 0.43, SD = 0.97), F(1, 1181) = 5.36, p < .001.",results,GPS analyses,10,1,2,0956797617707270,"F(1, 1181) = 5.36",TRUE,,FALSE
"Children who were upwardly mobile had a significantly higher mean GPS (M = 0.05, SD = 0.96) than did children who were stably uneducated (M = -0.19, SD = 0.97), F(1, 2759) = 43.6, p < .001.",results,GPS analyses,10,1,3,0956797617707270,"F(1, 2759) = 43.6",TRUE,,FALSE
"university-educated parent had a higher mean GPS (M = 0.39, SD = 0.98) than did children without a university-educated parent (M = 0.08, SD = 0.97) irrespective of whether they themselves went on to complete A Levels, F(1, 3242) = 48.8, p < .001.",results,GPS analyses,10,2,1,0956797617707270,"F(1, 3242) = 48.8",TRUE,,FALSE
"After GPSs were adjusted for GCSE grades, the difference in mean GPS between the stably educated (M = 0.17, SD = 1.01) and downwardly mobile (M = 0.19, SD = 1.07) groups was no longer significant, F(1, 1047) = 0.035, p = .85.",results,GPS analyses,10,3,2,0956797617707270,"F(1, 1047) = 0.035",TRUE,,FALSE
"Likewise, the difference in mean GPS between the stably uneducated (M = -0.03, SD = 0.99) and upwardly mobile (M = -0.09, SD = 0.98) groups was no longer significant, F(1, 2194) = 2.659, p = .10.",results,GPS analyses,10,3,3,0956797617707270,"F(1, 2194) = 2.659",TRUE,,FALSE
"However, the difference in mean GPS between twins with a university-educated parent (M = 0.18, SD = 1.02) and twins without a university-educated parent (M = -0.06, SD = 0.98) remained significant, F(1, 3242) = 40.79, p < .001.",results,GPS analyses,10,3,4,0956797617707270,"F(1, 3242) = 40.79",TRUE,,FALSE
"Broader-faced men, but not women, have also been shown to be more likely to cheat when reporting dice rolls, n = 146, t(144) = -1.97, p = .05 (Geniole, Keyes, Carré, & McCormick, 2014); to deceive in a negotiation game, n = 51, b = 7.17, p = .04 (Haselhuhn & Wong, 2012); and to adopt an aggressive strategy in a computer game, n = 37, F(2, 34) = 3.6, p = .04 (Carré & McCormick, 2008).",abstract,Abstract,0,1,6,0956797617716929,"F(2, 34) = 3.6",TRUE,,FALSE
"Across both good-and bad-news conditions, participants more readily changed their beliefs about their friends (M = 0.51, SE = 0.03) than their beliefs about themselves (M = 0.41, SE = 0.03), as indicated by a main effect of target, F(1, 66) = 8.84, p = .004, η p 2 = .12.",results,Results,4,2,1,0956797617737129,"F(1, 66) = 8.84",TRUE,η p 2 = .12,TRUE
"Nevertheless, participants showed optimistic learning not only for themselves but also for their friends, indicated by a main effect of valence, F(1, 66) = 25.39, p < .001, η p 2 = .29, with higher learning rates for good news (M = 0.55, SE = 0.04) than for bad news (M = 0.36, SE = 0.03).",results,Results,4,2,2,0956797617737129,"F(1, 66) = 25.39",TRUE,η p 2 = .29,TRUE
"The interaction between valence and target was not significant, F(1, 66) = 0.24, p = .62, indicating that the size of the optimistic learning bias was similar for the self and friend conditions.",results,Results,4,2,4,0956797617737129,"F(1, 66) = 0.24",TRUE,,FALSE
"Participants' beliefs about their friends were more resistant to new information than their beliefs about strangersmain effect of target: F(1, 167) = 62.49, p < .001, η p 2 = .27.",results,Results,7,1,1,0956797617737129,"F(1, 167) = 62.49",TRUE,η p 2 = .27,TRUE
"We found a three-way interaction between valence, target (friend vs. stranger), and identifiability (identifiable vs. unidentifiable stranger) on learning rates, F(1, 167) = 8.24, p = .005, η p 2 = .05, supporting our predictions.",results,Results,7,1,2,0956797617737129,"F(1, 167) = 8.24",TRUE,η p 2 = .05,TRUE
