text,section,header,div,p,s,id,match_test,has_t,match_es,has_es
"Further, the self and other scenarios did not differ in their moral wrongness as rated by participants, t(345) = 1.41, d = 0.15, 95% CI = [-0.06, 0.36], p = .160 (for descriptive statistics and bivariate correlations, see Tables S4.1 and S4.2 in the Supplemental Material).",results,Results,15,2,4,0956797617692000,t(345) = 1.41,TRUE,d = 0.15,TRUE
"Tests of the simple effects of target condition on anger and disgust ratings again revealed that, whereas anger was lower in the other compared with the self condition, t( 345 condition, t(345) = 2.83, p = .005, d = 0.31, 95% CI = [0.09, 0.52].",results,Results,15,4,1,0956797617692000,t(345) = 2.83,TRUE,d = 0.31,TRUE
"Tests of the simple effects of target condition on aggression indicated that, although endorsement of direct aggression was higher in the self compared with the other condition, t(344) = -4.55, p < .001, d = -0.48, 95% CI = [-0.70, -0.27], indirect aggression did not vary between the target conditions, t(344) = -0.91, p > .25, d = -0.10, 95% CI = [-0.31, 0.11].",results,Results,15,5,5,0956797617692000,t(344) = -4.55; t(344) = -0.91,TRUE,d = -0.48; d = -0.10,TRUE
"Again, results indicated that endorsement of direct aggression was higher for violations that targeted the self rather than another person, t(343) = -4.57, p < .001, d = -0.43, 95% CI = [-0.65, -0.22], whereas target condition did not have a significant effect on endorsement of indirect aggression, though the pattern of the means was in the opposing direction, t(343) = 1.03, p > .25, d = 0.10, 95% CI = [-0.11, 0.31] (see Fig.",results,Results,15,6,2,0956797617692000,t(343) = -4.57; t(343) = 1.03,TRUE,d = -0.43; d = 0.10,TRUE
"In Experiment 1, peak saccade velocity was significantly greater when rewards were performance-based (M = 438°/s -1, SEM = 11.1) than when they were random (M = 426°/s -1, SEM = 11.1), t(29) = 3.38, p = .0011, which indicates that movement was invigorated by contingency (i.e., when reward was performance dependent; Fig. 2a).",results,Experiment 1,7,1,1,0956797617693326,t(29) = 3.38,TRUE,,FALSE
"But peak saccade velocity was also significantly greater in the 10-pence-gain condition (M = 428°/s -1, SEM = 11.0) than in the 0-pence-gain condition (M = 422°/s -1, SEM = 10.5), t(29) = 3.58, p = .001, which indicates that reward expectation increased vigor independently of contingency.",results,Experiment 1,7,1,3,0956797617693326,t(29) = 3.58,TRUE,,FALSE
"Variability in movement end points, calculated as the standard deviation of saccade amplitude for each condition, did not increase in the performancebased-gain condition (M = 1.09°) relative to the randomgain condition (M = 1.16°), t(29) = 1.07, p = .15, and was in fact reduced in the 10-pence-gain condition (M = 1.07°) relative to the 0-pence-gain condition (M = 1.29°), t(29) = 2.44, p = .011.",results,Experiment 1,7,3,2,0956797617693326,t(29) = 1.07; t(29) = 2.44,TRUE,,FALSE
"Pupil dilation between cue onset and target onset was significantly greater in the performance-based-gain condition, when rewards were contingent on speed (change in size: M = 398 units, SEM = 35), than when rewards were given at random (change in size: M = 374 units, SEM = 32; Fig. 2c), t(29) = 2.73, p = .0054.",results,Experiment 1,7,4,7,0956797617693326,t(29) = 2.73,TRUE,,FALSE
"However, pupil dilation was not significantly different in the 10-pencegain condition (M = 376 units, SEM = 32) than in the 0-pence-gain condition (M = 369 units, SEM = 31), t(29) = 0.99, p = .17.",results,Experiment 1,7,4,8,0956797617693326,t(29) = 0.99,TRUE,,FALSE
"There were significant invigorating effects of both contingent rewards, t(19) = 2.69, p = .007, and noncontingent rewards, t(19) = 3.00, p = .004.",results,Experiment 2,8,1,3,0956797617693326,t(19) = 2.69; t(19) = 3.00,TRUE,,FALSE
"Contingency increased pupillary dilation, t(19) = 4.46, p < .001, but reward level did not, t(19) = 0.44, p = .25.",results,Experiment 2,8,1,5,0956797617693326,t(19) = 4.46; t(19) = 0.44,TRUE,,FALSE
"In the performance-based-loss trials in Experiment 3, when penalties were contingent on fast performance (M = 437°/s -1, SEM = 14), saccade velocity was faster than in the matched random-loss condition (M = 427°/s -1, SEM = 12), t(24) = 2.22, p = .018 (Fig. 3a).",results,Experiment 3,9,1,1,0956797617693326,t(24) = 2.22,TRUE,,FALSE
"However, velocity was not increased or decreased in the 10-pence-loss condition (M = 427°/s -1, SEM = 12) compared with the 0-pence-loss condition (M = 434°/s -1, SEM = 12), t(24) = 0.79, p = .21.",results,Experiment 3,9,1,3,0956797617693326,t(24) = 0.79,TRUE,,FALSE
"The reward blocks in Experiment 3 provided a replication of Experiment 1, demonstrating invigoration by performance-based rewards (M = 443°/s -1, SEM = 45), compared with random rewards (M = 430°/s -1, SEM = 14), t(24) = 2.96, p = .003, and by certain rewards (M = 435°/s -1, SEM = 14), compared with no rewards (M = 427°/s -1, SEM = 13), t(24) = 1.74, p = .047.",results,Experiment 3,9,1,5,0956797617693326,t(24) = 2.96; t(24) = 1.74,TRUE,,FALSE
"The effect of block was driven by slower responses to fixed penalties than to fixed rewards-pairwise post hoc t(24) = 2.02, p = .027; there was no difference between reward and penalty blocks for the 0-pence conditions, t(24) = 0.79, p = .22.",results,Experiment 3,9,2,2,0956797617693326,t(24) = 2.02; t(24) = 0.79,TRUE,,FALSE
"Pupil diameter increased in response to performance-based penalties, compared with random penalties, t(24) = 1.83, p = .040 (Fig.",results,Experiment 3,9,5,2,0956797617693326,t(24) = 1.83,TRUE,,FALSE
"However, no effect of arousal was found for unconditional penalties, t(24) = 1.16, p = .13.",results,Experiment 3,9,5,4,0956797617693326,t(24) = 1.16,TRUE,,FALSE
"In reward blocks, the results of Experiment 1 were replicated, showing pupillary dilation for contingent rewards, t(24) = 2.46, p = .011, but not for noncontingent rewards, t(24) = 0.09, p > .25.",results,Experiment 3,9,5,6,0956797617693326,t(24) = 2.46; t(24) = 0.09,TRUE,,FALSE
"As the left panel of Figure 2 shows, the ASC group made more consistent choices than did the control group, t(203.9) = 5.15, p < .001, d = 0.60, 95% confidence interval (CI) = [0.34, 0.85], and showed fewer preference reversals-attraction-effect reversals: t( 206 reversals: t(194.6) = 2.12, p = .035, d = 0.25, 95% CI = [0.00, 0.50].",results,ASC study: context effects among people with ASC,6,2,1,0956797617694867,t(203.9) = 5.15; t(194.6) = 2.12,TRUE,d = 0.60; d = 0.25,TRUE
"They also made fewer decoy selections, t(294.9) = 5.46, p < .001, d = 0.53, 95% CI = [0.28, 0.78].",results,ASC study: context effects among people with ASC,6,2,2,0956797617694867,t(294.9) = 5.46,TRUE,d = 0.53,TRUE
"The choice proportions for low-AQ and high-AQ participants are plotted in the right panel of Figure 2 and show an attenuated version of the pattern found in the ASC study: High-AQ participants made more consistent choices than did low-AQ participants, t(366.6) = 3.00, p = .003, d = 0.31, 95% CI = [0.11, 0.52], and showed fewer attraction-effect preference reversals, t(366.9) = 2.16, p = .031, d = 0.22, 95% CI = [0.02, 0.43], although both groups exhibited a clear context effect.",results,AQ study: context effects among highand low-AQ groups in the general population,7,1,1,0956797617694867,t(366.6) = 3.00; t(366.9) = 2.16,TRUE,d = 0.31; d = 0.22,TRUE
".3) = 1.40, p = .163, d = 0.15, 95% CI = [-0.06, 0.35], and non-attraction preference reversals, t(328.8) = 1.80, p = .072, d = 0.19, 95% CI = [-0.02, 0.40].",fig,,2,,1,0956797617694867,t(328.8) = 1.80,TRUE,d = 0.15; d = 0.19,TRUE
"They agreed with our own division of the words into a set of words conveying brightness (rated darkness: M = 0.84, SD = 0.2) and a set of words conveying darkness (rated darkness: M = 3.00, SD = 0.24), t(64) = 36.43, p < .001 (independent-samples t test).",results,The effects of valence and emotional intensity,8,2,2,0956797617702699,t(64) = 36.43,TRUE,,FALSE
"Comparing the threshold differences in each group revealed a statistically significant change in performance (M = -0.41 arcmin, 95% confidence interval = [-0.61, -0.21]), two-samples t(63) = -4.1, p = .0001.",results,Results,5,6,3,0956797617705391,t(63) = -4.1,TRUE,,FALSE
"Despite a sizeable overlap between the two adaptation conditions, there was a statistically significant change in performance between adaptation to expanding motion and contracting motion (M = -0.20 arcmin, 95% confidence interval = [-0.37, -0.03]); one-sample t(31) = -2.28, p = .029.",results,Results,7,1,7,0956797617705391,t(31) = -2.28,TRUE,,FALSE
"Indeed, as a paired-samples t test confirmed, switch rates did not differ significantly between conditions, t(11) = 1.78, p = .10, Cohen's d = 0.36.",method,Method,3,8,3,0956797617705667,t(11) = 1.78,TRUE,Cohen's d = 0.36,TRUE
"In both-targets blocks, saccade latencies were smaller than in one-target blocks, but did not differ significantly for switch trials (M = 234 ms) and repeat trials (M = 232 ms), t(11) = 0.25, p > .250, Cohen's d = 0.09.",results,Results,4,1,5,0956797617705667,t(11) = 0.25,TRUE,Cohen's d = 0.09,TRUE
"In one-target blocks, however, saccade latencies for switch trials (M = 305 ms) were significantly higher than for repeat trials (M = 258 ms), t(11) = 4.16, p = .002, Cohen's d = 1.05, which indicates that switch costs were incurred.",results,Results,4,1,6,0956797617705667,t(11) = 4.16,TRUE,Cohen's d = 1.05,TRUE
"In bothtargets blocks, participants switched on 34% of all displays and initiated saccades toward the target with the same latency on switch trials (M = 279 ms) and on repeat trials (M = 277 ms), t(19) = 0.99, p > .250, Cohen's d = 0.02, whereas in one-target blocks, saccade latencies for switch trials (M = 326 ms) were significantly higher than for repeat trials (M = 310 ms), t(19) = 2.6, p = .02, Cohen's d = 0.17, which indicates that switch costs were incurred.",results,Results,8,1,8,0956797617705667,t(19) = 0.99; t(19) = 2.6,TRUE,Cohen's d = 0.02; Cohen's d = 0.17,TRUE
"When both targets were available, observers switched on 37% of all search displays, yet there was no difference in saccade latency between switch trials (M = 251 ms) and repeat trials (M = 246 ms), t(19) = 1.60, p = .13, Cohen's d = 0.08.",results,Results,12,1,6,0956797617705667,t(19) = 1.60,TRUE,Cohen's d = 0.08,TRUE
"Furthermore, adding the same order restrictions as in Experiment 2 increased the Bayes factor to 5.35 × 10 5, which makes the full model 37 times more likely than the model including only the main effects.When both targets were available, observers switched on 37% of all search displays, yet there was no difference in saccade latency between switch trials (M = 251 ms) and repeat trials (M = 246 ms), t(19) = 1.60, p = .13, Cohen's d = 0.08.",fig,,3,,5,0956797617705667,t(19) = 1.60,TRUE,Cohen's d = 0.08,TRUE
"When only one target was available, however, latencies were longer on switch trials (M = 279 ms) than on repeat trials (M = 255 ms), t(19) = 4.05, p < .001, Cohen's d = 0.33.",fig,,3,,6,0956797617705667,t(19) = 4.05,TRUE,Cohen's d = 0.33,TRUE
"Those who returned for a second wave did not differ significantly from those who did not return on Time 1 Vocabulary scores, t(369.24) = 0.44, BF 01 = 10.21, 1 as well as on Time 1 Matrix Reasoning scores, t(368.09) = 0.51, BF 01 = 9.85; sex, χ 2 (1, N = 784) = 0.50, BF 01 = 9.14, and current or past treatments for emotional, behavioral, or mental health problems-current: t(275.73) = -1.46, BF 01 = 2.19, past: t(344.07) = -1.19, BF 01 = 2.19.",intro,[div-01],1,3,4,0956797617710785,t(369.24) = 0.44; t(368.09) = 0.51; t(275.73) = -1.46; t(344.07) = -1.19,TRUE,,FALSE
"These groups also did not significantly differ in terms of parental education-i.e., the age at which their mothers left school, t(157.09) = -0.87, BF 01 = 4.89, or fathers left school, t(159.4) = -0.49, BF 01 = 6.28.",intro,[div-01],1,3,5,0956797617710785,t(157.09) = -0.87; t(159.4) = -0.49,TRUE,,FALSE
"Participants with complete data were slightly younger at the time of first testing (M = 18.80 years) than those with incomplete data (M = 19.68 years), t(420.18) = -3.83, BF 01 = 83.52 and had slightly higher scores on the Barratt Impulsiveness Scale (BIS, Version 11;Stanford et al., 2009;Ms = 63.39 vs.",intro,[div-01],1,3,6,0956797617710785,t(420.18) = -3.83,TRUE,,FALSE
"60.48, respectively), t(395.25) = -3.77, BF 01 = 92.04.",intro,[div-01],1,3,7,0956797617710785,t(395.25) = -3.77,TRUE,,FALSE
"Those who returned for a second wave did not differ significantly from those who did not return on Time 1 Vocabulary scores, t(366.5) = 0.27, BF 01 = 10.86, 1 as well as on Time 1 Matrix Reasoning scores, t(361.57) = 0.54, BF 01 = 9.64; sex, χ 2 (1, N = 785) = 0.7254, BF 01 = 8.11, and current or past treatments for emotional, behavioral, or mental health problems-current: t(271.6) = -1.47, BF 01 = 2.08, past: t(348.04) = -0.95, BF 01 = 6.8.",method,Sample,3,1,4,0956797617710785,t(366.5) = 0.27; t(361.57) = 0.54; t(271.6) = -1.47; t(348.04) = -0.95,TRUE,,FALSE
"These groups also did not significantly differ in terms of parental education-i.e., the age at which their mothers left school, t(156.51) = -0.85, BF 01 = 4.93, or fathers left school, t(159.4) = -0.49, BF 01 = 4.93.",method,Sample,3,1,5,0956797617710785,t(156.51) = -0.85; t(159.4) = -0.49,TRUE,,FALSE
"Participants with complete data were slightly younger at the time of first testing (M = 18.81 years) than those with incomplete data (M = 19.67 years), t(415.62) = -3.77, BF 10 = 64.7, and had slightly higher scores on the Barratt Impulsiveness Scale (BIS, Version 11; Stanford et al., 2009;Ms = 63.30 vs.",method,Sample,3,1,6,0956797617710785,t(415.62) = -3.77,TRUE,,FALSE
"60.52, respectively), t(389.9) = -3.58, BF 10 = 46.77.",method,Sample,3,1,7,0956797617710785,t(389.9) = -3.58,TRUE,,FALSE
"The interaction term was significant, b = -0.58, p = .037, 95% CI = [-1.12, -0.04], t(107) = -2.11.",results,Targets' Oxytocin × Expressers' Other-Praising Behavior,12,1,5,0956797617716922,t(107) = -2.11,TRUE,b = -0.58,TRUE
"The pattern of interaction is consistent with the possibility that high levels of circulating oxytocin, indexed by 24-hr urine concentration, facilitated perceptions of expresser responsiveness: For targets with high oxytocin, perceptions of the expresser's responsiveness did not depend on the expresser's behavior in that specific interaction, b = 0.07, p = .410, 95% CI = [-0.10, 0.23], t(107) = 0.83.",results,Targets' Oxytocin × Expressers' Other-Praising Behavior,12,2,1,0956797617716922,t(107) = 0.83,TRUE,b = 0.07,TRUE
"For targets with average and low levels of oxytocin, the simple effect was statistically significant-average: b = 0.21, p = .001, 95% CI = [0.09, 0.32], t(107) = 3.50; low: b = 0.35, p < .001, 95% CI = [0.16, 0.53], t(107) = 3.71.",results,Targets' Oxytocin × Expressers' Other-Praising Behavior,12,2,3,0956797617716922,t(107) = 3.50; t(107) = 3.71,TRUE,b = 0.21; b = 0.35,TRUE
